Date-Time,children_baseline_view_count,adults_baseline_view_count,retirees_baseline_view_count,prime_time_factor
2024-10-01 07:00:00,0.020000119,0.022208468,0.003217733,1.0
2024-10-01 07:30:00,0.018991211833333334,0.02235379783333333,0.0037757115000000003,1.0
2024-10-01 08:00:00,0.014565036333333331,0.02310015,0.004897833666666666,1.0
2024-10-01 08:30:00,0.008744687333333332,0.024530443666666665,0.0062675280000000005,1.0
2024-10-01 09:00:00,0.004114191166666666,0.026634771,0.007903539666666666,1.0
2024-10-01 09:30:00,0.0015295303333333332,0.029397457833333335,0.009816668,1.0
2024-10-01 10:00:00,0.0004841498333333333,0.032795997,0.012006634833333333,1.0
2024-10-01 10:30:00,0.0002161405,0.03679979966666667,0.014459215499999999,1.0
2024-10-01 11:00:00,0.00028155566666666665,0.0413688895,0.0171439725,1.0
2024-10-01 11:30:00,0.000557013,0.04645267916666667,0.0200129285,1.0
2024-10-01 12:00:00,0.0010938179999999999,0.05198897416666667,0.0230004935,1.0
2024-10-01 12:30:00,0.002026137166666667,0.05790334716666667,0.026024870000000002,1.0
2024-10-01 13:00:00,0.003527575166666667,0.06410900433333333,0.02899103633333333,1.0
2024-10-01 13:30:00,0.005771382666666667,0.070507252,0.03179524183333333,1.0
2024-10-01 14:00:00,0.008873110500000001,0.07698862316666667,0.034330765166666666,1.0
2024-10-01 14:30:00,0.012819307333333333,0.08343469583333334,0.036494521499999995,1.0
2024-10-01 15:00:00,0.017403884999999997,0.08972058416666667,0.038193956833333334,1.0
2024-10-01 15:30:00,0.022203482666666666,0.09571803116666666,0.039353593166666666,1.0
2024-10-01 16:00:00,0.02661886066666667,0.10129899516666667,0.039920583,1.0
2024-10-01 16:30:00,0.029988272,0.10633957683333334,0.039868702666666665,1.0
2024-10-01 17:00:00,0.03174732583333333,0.11072409416666666,0.039200361999999996,1.0
2024-10-01 17:30:00,0.0315832365,0.11434910966666667,0.037946419,1.0
2024-10-01 18:00:00,0.029525678166666666,0.11712718466666666,0.0361638185,1.0833333333333333
2024-10-01 18:30:00,0.02593802166666667,0.11899016533333333,0.03393130466666667,1.5
2024-10-01 19:00:00,0.021412501666666667,0.11989179883333334,0.03134365866666667,1.5
2024-10-01 19:30:00,0.016610832833333335,0.1198095455,0.028505050333333334,1.5
2024-10-01 20:00:00,0.012109009166666665,0.11874546566666666,0.025522147666666665,1.5
2024-10-01 20:30:00,0.008295044833333333,0.11672613883333333,0.022497617,1.5
2024-10-01 21:00:00,0.0053397566666666665,0.11380161683333334,0.019524549,1.5
2024-10-01 21:30:00,0.0032301031666666664,0.11004346999999999,0.016682204500000002,1.5
2024-10-01 22:00:00,0.0018361286666666666,0.10554204616666667,0.014033293833333333,1.5
2024-10-01 22:30:00,0.0009808014999999998,0.10040309466666668,0.011622828666666668,1.0
2024-10-01 23:00:00,0.0004923226666666666,0.09474395066666667,0.0094784225,1.0
2024-10-01 23:30:00,0.000232225,0.0886894855,0.007611797833333333,1.0
2024-10-02 00:00:00,0.0001095202,0.082903787,0.0061400455999999996,1.0
2024-10-02 07:00:00,0.020000119,0.022208468,0.003217733,1.0
2024-10-02 07:30:00,0.018991211833333334,0.02235379783333333,0.0037757115000000003,1.0
2024-10-02 08:00:00,0.014565036333333331,0.02310015,0.004897833666666666,1.0
2024-10-02 08:30:00,0.008744687333333332,0.024530443666666665,0.0062675280000000005,1.0
2024-10-02 09:00:00,0.004114191166666666,0.026634771,0.007903539666666666,1.0
2024-10-02 09:30:00,0.0015295303333333332,0.029397457833333335,0.009816668,1.0
2024-10-02 10:00:00,0.0004841498333333333,0.032795997,0.012006634833333333,1.0
2024-10-02 10:30:00,0.0002161405,0.03679979966666667,0.014459215499999999,1.0
2024-10-02 11:00:00,0.00028155566666666665,0.0413688895,0.0171439725,1.0
2024-10-02 11:30:00,0.000557013,0.04645267916666667,0.0200129285,1.0
2024-10-02 12:00:00,0.0010938179999999999,0.05198897416666667,0.0230004935,1.0
2024-10-02 12:30:00,0.002026137166666667,0.05790334716666667,0.026024870000000002,1.0
2024-10-02 13:00:00,0.003527575166666667,0.06410900433333333,0.02899103633333333,1.0
2024-10-02 13:30:00,0.005771382666666667,0.070507252,0.03179524183333333,1.0
2024-10-02 14:00:00,0.008873110500000001,0.07698862316666667,0.034330765166666666,1.0
2024-10-02 14:30:00,0.012819307333333333,0.08343469583333334,0.036494521499999995,1.0
2024-10-02 15:00:00,0.017403884999999997,0.08972058416666667,0.038193956833333334,1.0
2024-10-02 15:30:00,0.022203482666666666,0.09571803116666666,0.039353593166666666,1.0
2024-10-02 16:00:00,0.02661886066666667,0.10129899516666667,0.039920583,1.0
2024-10-02 16:30:00,0.029988272,0.10633957683333334,0.039868702666666665,1.0
2024-10-02 17:00:00,0.03174732583333333,0.11072409416666666,0.039200361999999996,1.0
2024-10-02 17:30:00,0.0315832365,0.11434910966666667,0.037946419,1.0
2024-10-02 18:00:00,0.029525678166666666,0.11712718466666666,0.0361638185,1.0833333333333333
2024-10-02 18:30:00,0.02593802166666667,0.11899016533333333,0.03393130466666667,1.5
2024-10-02 19:00:00,0.021412501666666667,0.11989179883333334,0.03134365866666667,1.5
2024-10-02 19:30:00,0.016610832833333335,0.1198095455,0.028505050333333334,1.5
2024-10-02 20:00:00,0.012109009166666665,0.11874546566666666,0.025522147666666665,1.5
2024-10-02 20:30:00,0.008295044833333333,0.11672613883333333,0.022497617,1.5
2024-10-02 21:00:00,0.0053397566666666665,0.11380161683333334,0.019524549,1.5
2024-10-02 21:30:00,0.0032301031666666664,0.11004346999999999,0.016682204500000002,1.5
2024-10-02 22:00:00,0.0018361286666666666,0.10554204616666667,0.014033293833333333,1.5
2024-10-02 22:30:00,0.0009808014999999998,0.10040309466666668,0.011622828666666668,1.0
2024-10-02 23:00:00,0.0004923226666666666,0.09474395066666667,0.0094784225,1.0
2024-10-02 23:30:00,0.000232225,0.0886894855,0.007611797833333333,1.0
2024-10-03 00:00:00,0.0001095202,0.082903787,0.0061400455999999996,1.0
2024-10-03 07:00:00,0.020000119,0.022208468,0.003217733,1.0
2024-10-03 07:30:00,0.018991211833333334,0.02235379783333333,0.0037757115000000003,1.0
2024-10-03 08:00:00,0.014565036333333331,0.02310015,0.004897833666666666,1.0
2024-10-03 08:30:00,0.008744687333333332,0.024530443666666665,0.0062675280000000005,1.0
2024-10-03 09:00:00,0.004114191166666666,0.026634771,0.007903539666666666,1.0
2024-10-03 09:30:00,0.0015295303333333332,0.029397457833333335,0.009816668,1.0
2024-10-03 10:00:00,0.0004841498333333333,0.032795997,0.012006634833333333,1.0
2024-10-03 10:30:00,0.0002161405,0.03679979966666667,0.014459215499999999,1.0
2024-10-03 11:00:00,0.00028155566666666665,0.0413688895,0.0171439725,1.0
2024-10-03 11:30:00,0.000557013,0.04645267916666667,0.0200129285,1.0
2024-10-03 12:00:00,0.0010938179999999999,0.05198897416666667,0.0230004935,1.0
2024-10-03 12:30:00,0.002026137166666667,0.05790334716666667,0.026024870000000002,1.0
2024-10-03 13:00:00,0.003527575166666667,0.06410900433333333,0.02899103633333333,1.0
2024-10-03 13:30:00,0.005771382666666667,0.070507252,0.03179524183333333,1.0
2024-10-03 14:00:00,0.008873110500000001,0.07698862316666667,0.034330765166666666,1.0
2024-10-03 14:30:00,0.012819307333333333,0.08343469583333334,0.036494521499999995,1.0
2024-10-03 15:00:00,0.017403884999999997,0.08972058416666667,0.038193956833333334,1.0
2024-10-03 15:30:00,0.022203482666666666,0.09571803116666666,0.039353593166666666,1.0
2024-10-03 16:00:00,0.02661886066666667,0.10129899516666667,0.039920583,1.0
2024-10-03 16:30:00,0.029988272,0.10633957683333334,0.039868702666666665,1.0
2024-10-03 17:00:00,0.03174732583333333,0.11072409416666666,0.039200361999999996,1.0
2024-10-03 17:30:00,0.0315832365,0.11434910966666667,0.037946419,1.0
2024-10-03 18:00:00,0.029525678166666666,0.11712718466666666,0.0361638185,1.0833333333333333
2024-10-03 18:30:00,0.02593802166666667,0.11899016533333333,0.03393130466666667,1.5
2024-10-03 19:00:00,0.021412501666666667,0.11989179883333334,0.03134365866666667,1.5
