Date-Time,movie_popularity_factor,children_popularity_factor,adults_popularity_factor,retirees_popularity_factor,movie_budget,box_office_revenue,n_ad_breaks,prime_time_factor,children_baseline_view_count,children_expected_view_count,children_true_view_count_0,children_true_view_count_1,children_true_view_count_2,children_true_view_count_3,children_true_view_count_4,children_true_view_count_5,children_true_view_count_6,children_true_view_count_7,children_true_view_count_8,children_true_view_count_9,adults_baseline_view_count,adults_expected_view_count,adults_true_view_count_0,adults_true_view_count_1,adults_true_view_count_2,adults_true_view_count_3,adults_true_view_count_4,adults_true_view_count_5,adults_true_view_count_6,adults_true_view_count_7,adults_true_view_count_8,adults_true_view_count_9,retirees_baseline_view_count,retirees_expected_view_count,retirees_true_view_count_0,retirees_true_view_count_1,retirees_true_view_count_2,retirees_true_view_count_3,retirees_true_view_count_4,retirees_true_view_count_5,retirees_true_view_count_6,retirees_true_view_count_7,retirees_true_view_count_8,retirees_true_view_count_9,ad_slot_price
2024-10-01 07:00:00,0.4391173866319452,0.175647,0.4391174,0.3512939,43000000.0,93983911.0,4.0,1.0,0.0150000894402256,0.0026347207099073,0.0018843337490819,0.0012465293787299,0.0039627011621319,0.0031250959370025,0.0018734704320536,0.0015852387879878,0.0014898148254199,0.0012734996877588,0.0025024755845192,0.0017479467902862,0.0166563506532881,0.0073140933923602,0.0060886743802559,0.0150306255070185,0.0064499064020833,0.0079986769160194,0.0114353096257956,0.0033379347957614,0.0057709815044328,0.0095542551576104,0.0078664101198835,0.000529819683152,0.0024133000507549,0.0008477775866998,0.00192659186033,0.002153503303874,0.0,0.0,0.0023916518638549,0.0003021855758032,0.0,0.0,0.0005606066037656,0.0015600176908804,
2024-10-01 07:30:00,0.4391173866319453,0.175647,0.4391174,0.3512939,43000000.0,93983911.0,4.0,1.0,0.014243408795663234,0.002501812024731817,0.0017768791741464166,0.0019419370493946998,0.0043044975137489,0.0014064143479822,0.0021471720235836165,0.0018178973232212334,0.0025611497858759502,0.003184295519517684,0.0021307891350277335,0.0017277038717188745,0.016765348404682516,0.0073619562015583,0.006952672710123567,0.008846598349116667,0.005307663675949,0.00747967666893255,0.006968500731650284,0.0055670804950503664,0.0070076416401299,0.009956670254445117,0.0008603815910925333,0.0025687648534581334,0.0028317837332266665,0.0009947883516017333,0.0011017588349584667,0.0011683237540205168,0.0016273839512779,0.0014040406724068668,0.0008626408158392833,0.00012651485107836665,0.0009564085025005501,0.0008292039058849001,0.0011787944097881114,0.0009365024512922934,56995.17
2024-10-01 08:00:00,0.28586729979164627,0.1994193333333333,0.28586731666666665,0.27123006666666666,31333333.333333332,29772472.666666668,4.0,1.0,0.01092377734735375,0.00217018809178965,0.0015766926381414002,0.0018115704717736499,0.004523016164874517,0.0015936925606179167,0.002077643097264783,0.0008081787006749,0.0017200726433957668,0.0021415838494066165,0.0015764148161356833,0.0020786203936699332,0.017325112384978598,0.00494297528052035,0.007429038707869966,0.00656828770080155,0.002521966494546767,0.008455947420470932,0.005842351110195601,0.0018634962534512835,0.00400072165640985,0.0070453691694461335,0.0030464458765055834,0.0024657402185650503,0.00367337513868635,0.0009902526331444833,0.001652194994760817,0.0005794494597670833,0.0010885031250314166,0.0008583902990624499,0.0007268299090224167,0.0014051501799419166,0.0005501204949217558,0.0004770895721667,0.0008376511072506,0.0007606255186064616,56995.17
2024-10-01 08:30:00,0.2552172824235865,0.2041738,0.2552173,0.2552173,29000000.0,16930185.0,4.0,1.0,0.006558515386493533,0.0013390770088188332,0.0008708068346801333,0.0012413227861779166,0.005240423511898267,0.0008294361421721666,0.0011457479854699666,0.0004417378030569334,0.0012962878356558667,0.0012974339442845834,0.00089417031198855,0.0020493815270739833,0.01839783269272085,0.004695445185687899,0.00577573694289115,0.005440955073624884,0.0017934986996623666,0.00520058243114835,0.005377602585308784,0.0024361922489286,0.003368575078916917,0.0061515532452903,0.002397108368349133,0.002645259382794044,0.0047006461048474,0.0011996862071346334,0.0009296934916491,0.0018691549132854666,0.0012862352824162331,0.0007892090559901833,0.0009155338762744667,0.0004407308710694,0.0009183684938752834,0.0006098738865386166,0.0010813622775753167,0.0019508836464311834,25479.06
2024-10-01 09:00:00,0.2552172824235865,0.2041738,0.2552173,0.2552173,29000000.0,16930185.0,4.0,1.0,0.003085643492642483,0.00063000755733805,0.0003217202564536,0.0004907476738389,0.0044249353618133,0.0008724203406593832,0.0002718816711330667,0.0003862895005820334,0.0008601726218505334,0.0006202717984083167,0.00068956137343725,0.0010827186663252334,0.019976078166882117,0.0050982407343405835,0.00335981446005715,0.006816685775367884,0.00267401370038165,0.005924787512827583,0.00257235679657955,0.0018756784313462666,0.00465994607239655,0.0036253714742644164,0.003736420474135084,0.0022072108491298834,0.005927654848135934,0.0015128400656731168,0.0013019115561080001,0.0018806712085365498,0.0014056924640162168,0.0015851648575291501,0.0008956796728757725,0.0009827955215647199,0.0013647628835398334,0.0010445179521840332,0.0013897358859277,0.0020437875914970332,25479.06
2024-10-01 09:30:00,0.2552172824235865,0.2041738,0.2552173,0.2552173,29000000.0,16930185.0,4.0,1.0,0.0011471477062509332,0.00023421750634651666,0.00019753622146636665,0.0008126911559020667,0.0028212383746404,0.00027635378862161296,0.0008083440504530666,0.00022810518847078332,0.0008862235163786501,0.00037143901013650003,0.0007146847524664834,0.00022005506058023335,0.022048093260642932,0.005627054832129466,0.00723567294008655,0.0076085254648024505,0.0019445478229638165,0.006373886140448151,0.0046798313778561,0.005296619133428034,0.006767584849078383,0.00949216411855635,0.0035797130680414835,0.0021585107119575834,0.007362501205694383,0.0018790376789640333,0.0015005682213843831,0.001993930398884117,0.0023480479701376167,0.0012309916216491057,0.0011413136321653165,0.0012712947754138333,0.0008842134767761666,0.0011737055121921168,0.0023472431783110167,0.0013771599944407001,25479.06
2024-10-01 10:00:00,0.3644001201558615,0.2915200666666667,0.36440009999999995,0.3085345666666667,28333333.333333332,205620085.66666666,4.0,1.0,0.00036311227157696666,9.953974242550134e-05,0.00013722558308091668,0.0004566211042947834,0.0024553973233641334,0.0008095611357096834,0.0007859255139857382,0.00020223648081883335,0.0014025960192100833,0.00029652911442541664,0.0014098035978251835,0.0004802479600352167,0.024596997680682648,0.009013290223574751,0.009263949212502566,0.008981399435876383,0.0033563505275727504,0.006365232995493317,0.009601721235934184,0.0052299914335753326,0.007523467152662,0.007672802271450883,0.004439938658541283,0.004701030152378033,0.0090049761810901,0.0027937460935422,0.0008602043049214166,0.0029797821217499,0.002168578416179867,0.0013414574614452667,0.0028665368512719833,0.0018060931143831834,0.0021016748535913833,0.0015534808347148835,0.0027207019682523163,0.0026214103290803,25479.06
2024-10-01 10:30:00,0.418991539021999,0.3351932,0.4189915,0.3351932,28000000.0,299965036.0,4.0,1.0,0.00016210542309151666,5.4336635503417654e-05,0.0004971671199842333,0.00038921503475198763,0.0017880992523743166,0.0006038793088509667,0.0005568119974496334,0.0005170821888990166,0.0005445143901622333,0.0007160068985786381,0.00045523398489135004,0.0005047491095994166,0.02759984979660603,0.011564102466054651,0.01568071798067665,0.012588221923798432,0.005289238939906582,0.009439730729561566,0.011742968184987733,0.00912791956247035,0.010371670584820733,0.014364544780430583,0.0088119304207058,0.0097626541894059,0.010844411665364715,0.003634973048230883,0.002770108712512117,0.004350094520317967,0.0027342340959241166,0.002216622633376983,0.0024022478815035166,0.0016705901220124,0.0015121223867611833,0.0025316775699036,0.00364712179661425,0.0026098978384226333,109789.51
2024-10-01 11:00:00,0.418991539021999,0.3351932,0.4189915,0.3351932,28000000.0,299965036.0,4.0,1.0,0.0002111667069798667,7.078164424605655e-05,0.0007799848585516166,0.0011244157783875167,0.0011081022402236668,0.00032536411813591763,0.0004476985618907,0.0005335063142833667,0.00071446959826215,0.0010823340487593834,0.0003084874858338333,0.00019710842482134998,0.031026667242326517,0.012999909847863216,0.017448277669535116,0.015422997323065185,0.005363252386326484,0.010668365248141765,0.0111978987974881,0.010483779408383383,0.012128227790947318,0.01454379210412745,0.0069709967929763,0.0091972868171212,0.012857979360050016,0.004309907247229066,0.0034224108941484665,0.0042880040059309335,0.0029499558816913664,0.0027662413536601663,0.00463325673231145,0.0025825387204851335,0.0026539996071352164,0.0030558639680843998,0.004059555939982301,0.00388101249775585,109789.51
2024-10-01 11:30:00,0.418991539021999,0.3351932,0.4189915,0.3351932,28000000.0,299965036.0,4.0,1.0,0.00041775985607893335,0.00014003026299061667,0.00017263021293761666,0.0001211509596702,0.0005418663934202334,0.0014463898621417,0.0006879737426730167,0.0002726356550750667,0.0006694663451584834,0.0010365247307236832,0.0002682762337973667,0.00016355381432443792,0.034839509377008145,0.014597458293136701,0.015564463870387367,0.012610586129958983,0.007693505026777617,0.012456824785672817,0.014046979215022648,0.010814824956574149,0.013391642619936334,0.016717641446074717,0.011099076458882065,0.008829904313876367,0.015009696410913766,0.005031148171002683,0.004253757423111417,0.004882715340586484,0.00391618491471835,0.0031548701544745,0.0029319235152062834,0.0038644427624320164,0.0030651757374806836,0.0037286742994870167,0.004986455851163134,0.004257106604667234,109789.51
2024-10-01 12:00:00,0.45879180659462615,0.3171742,0.45879179999999997,0.41689265000000003,22000000.0,160000886.5,4.0,1.0,0.0008203635118297667,0.00025781832144385,0.0008623003921331001,0.0007424386335131834,0.0008437127763157,0.0007358640789904168,0.0010914835398345834,0.0007004118129144833,0.0009079604697525666,0.0010990367181985333,0.0008899231603439166,0.0003778535974777152,0.038991730585121634,0.017931924721386217,0.018069692416633348,0.021756435477858254,0.008628241193230418,0.0152957660994176,0.016894389986063532,0.018740270721359465,0.01696067348613885,0.017688486665292467,0.011105921788791433,0.011314408616756666,0.017250370180177683,0.007237856134039683,0.006428705365091,0.0076800592755254665,0.005939676971333417,0.0045801590777969,0.004873990635427951,0.005274599727057984,0.004357338891095817,0.005007027302488333,0.007445112474421517,0.006461614654004967,109789.51
2024-10-01 12:30:00,0.4985920741672533,0.2991552,0.4985921,0.4985921,16000000.0,20036737.0,4.0,1.0,0.0015196029632499834,0.0004545971283916,0.00035066579234584996,0.0005013573336610334,0.0006465747966295,0.0013050121682383333,8.945360685713332e-05,0.0007055252356543,0.0005642517674269834,0.002738472052514183,0.0007089063993144833,0.0002512791076629667,0.043427510126600684,0.02165261347179308,0.022450260661188087,0.023474561545697464,0.013381780787093784,0.017167289579941434,0.0210539378789448,0.016592045507126216,0.018249173383121483,0.02266483819522737,0.012943670368132083,0.017123297715961116,0.019518652546460166,0.0097318459623099,0.008234990334573884,0.010764925833359683,0.008726636509257884,0.006264543387936333,0.00707422333040855,0.006206032758432601,0.0066952380802336,0.008255580603489568,0.010437682196454967,0.008167566344488283,18611.02
